commercial_id,title,nice_class,description,year,lustrum,duration_in_seconds,source,has_been_transcribed,palette_extracted
f1a6a56ea03a4214ae70dc4f92afc7a5_030,Braun Independent Spazzola Portatile,21,"I can’t believe it! è la battuta pronunciata dal simpatico tassista alla fine di questo spot, speakerato dall’indimenticato Ferruccio Amendola. Egli ha infatti visto all’opera la nuova spazzola elettrica Braun Independent, funzionante senza fili e la prima al mondo alimentata a gas.",1984,1980_1984,21.0,Spot 80,True,True
e91230ca43c745f0a23a47ed43b93def_010,Star Go’ Succhi Di Frutta,32,"Una donna francofona cerca una specifica pera in un cesto di pere. Dopo averne scartate alcune, trova la sua pera escalamando “Questa Gò!”; una pera William destinata a diventare succo di frutta Gò della Star.",1984,1980_1984,8.0,Spot 80,True,True
68cfa3d0353846c1842db3f3bed9bdf6_030,Barilla Mulino Bianco Crostatina,30,"Altro spot antico per la Crostatina Mulino Bianco appartenente alla celebre saga “Quando i mulini erano bianchi…”. Partendo da una comune crostata, viene data vita a una delle merendine di spicco del Mulino Bianco, reclamizzata con la seguente filastrocca: “Prendi la crostata, rendila piccina: ecco una merenda sana e genuina”.",1984,1980_1984,33.0,Spot 80,True,True
d30947bbc4e64cfe840b7ad2c9c106a9_030,Lever Div. Della Unil Vim Liquido,3,"Spot piuttosto “macho” per il Vim liquido, dove la sua efficacia contro “lo sporco più sporco” viene rappresentata attraverso l’immagine di un pelosissimo braccio nerboruto che indossa una polsiera in cuoio abbastanza “fetish”.",1984,1980_1984,31.0,Spot 80,True,True
cf6086f0b386441ea0c27146c478dfe1_045,Indesit Unodue Lavastoviglie,11,"Ecco qui uno dei nostalgici soggetti della serie “Indesit è cresciuta con te” del 1984, questa volta reclamizzante la lavastoviglie Unodue.",1984,1980_1984,34.0,Spot 80,True,True
c2a1f3b1ce754f2e95f710f088606f8a_030,Danone Danette Crema Al Cioccolato,30,"Tutti quelli che vogliono Danette, si alzino!. E, a quanto pare, la crema “cremosa” di Danone la vogliono tutti. Ma proprio tutti!",1984,1980_1984,31.0,Spot 80,True,True
4a5a6a999eb749d88996a7ba40796105_030,Ferrero Liberty Chewing Gum E Caramelle Senza Zucchero,30,"Con un balzo indietro a quasi metà degli anni ’80, riscopriamo in questo spot le caramelle e i chewing gum senza zucchero Liberty, due prodotti Ferrero oggi scomparsi. Una signora e sua figlia sono in una pasticceria: la madre è scettica riguardo alla bontà dei dolci senza zucchero, allora la figlia le consiglia di assaggiare un chewing gum Liberty della Ferrero, ma la madre non è tipo da chewing gum e sceglie invece una caramella Liberty, la prova e scopre che è buonissima nonostante la mancanza di zucchero, perchè “Liberty non contiene zucchero ma tanta bontà”.",1984,1980_1984,31.0,Spot 80,True,True
b72828b9be9540dc8ffa5b7ebd749c5f_030,Kraft Maman Luise Formaggetta,29,Uno spot carino di metà anni ’80 tutto “bontà e semplicità” per la formaggetta tenera Maman Luise della Kraft.,1984,1980_1984,32.0,Spot 80,True,True
1d79a18bb9034be48df08693f9b50eed_030,Henkel Dixan Con Enza Sampo’ Sogg. Signora Colombo,3,"La sempre grande Enza Sampò “intervista” per noi la signora Colombo, passata a Dixan dopo averne constatato l’efficacia contro le macchie di pizza sulla camicia nuova del nonno, che è “più bambino dei suoi figli”.",1984,1980_1984,32.0,Spot 80,True,True
3a3b430ddcec439fa22bd700e7c82cd7_030,Danone Veluté Yogurt,29,"Una donna, dopo aver osservato per un pò l’assolato ambiente esterno dalle tapparelle, prende uno yogurt Velutè di Danone dal frigo e si lascia travolgere dalla sua freschezza.",1984,1980_1984,31.0,Spot 80,True,True
ae0a9840d9764761bfd6786b72dbe5d6_030,Nestle’ Nescafe’ Gran Aroma E Classic Caffe’,30,"Questo spot, composto da spezzoni provenienti dal videoclip ecuadoriano del 1980 per il brano “La Colegiala” interpretata dai Rodolfo y su Tipica e appositamente realizzato per il caffè Nescafè, narra il lungo viaggio che i “grandi caffè” dell’America Latina intraprendono per arrivare in tutto il mondo e sulle nostre tavole come Nescafè, qui reclamizzato nei suoi nuovi gusti Gran Aroma e Classic. Il videoclip completo contenente le immagini dello spot, dalla durata di quattro minuti, è disponibile su Youtube.",1984,1980_1984,32.0,Spot 80,True,True
934f1e2b49a84e10b0f09edcfc4df8e7_030,Brooklyn Perfetti Chewing Gum,30,"Prima dell’inizio della campagna pubblicitaria con il famoso slogan “Freschezza da baciare”, la gomma Brooklyn aveva uno spot tutto cantato, una cosa molto di moda nei primi anni ’80, con lo slogan “Go Brooklyn”. Una curiosità: la scritta luminosa “Go Brooklyn” all’inizio è scritta nello stesso carattere della COCA-COLA. Uhm…pubblicità nella pubblicità? 🙂",1984,1980_1984,30.0,Spot 80,True,True
fb91753f525d40d09d1ce751adea966e_030,Coca Cola Fanta Disney,32,"Spot appartenente alla campagna di metà anni 80 in cui Fanta era abbinata ai personaggi Disney. Bambini e cartoni animati cantano e ballano insieme un jingle scritto appositamente: “Chi mi diverte? / Chi dà allegria / e chi mi fa cantar? / Chi è della festa quando balli un rock? / Chi mi piace da impazzir? / Fanta, Fanta, amica Fanta / e ogni giorno è un giorno ok / Fanta, Fanta, amica Fanta / c’è più gusto se c’è lei / Amica Fanta!”",1984,1980_1984,33.0,Spot 80,True,True
df0ff058ae864b9f98a726f3913a7796_030,Danone Coppa Bianca,29,"Chi si sarà pappato l’ultima deliziosa Coppa Bianca Danone, ricca di panna montata e crema al cioccolato? Mistero! Ma forse, la mogliettina un sospetto ce l’ha…",1984,1980_1984,30.0,Spot 80,True,True
da28f0dc064f4932911e3dbc22e3494e_030,Zoppas Lavatrice,11,"Vi presentiamo un soggetto dei tanti che componevano questa campagna pubblicitaria della Zoppas del 1984. Una signora alle prese con la sua vecchia lavatrice finalmente decide di disfarsene e letteralmente la scaraventa via! Al suo posto la nuova lavatrice Zoppas, una certezza. Perchè “Zoppas li fa e nessuno li distrugge”",1984,1980_1984,31.0,Spot 80,True,True
ce4febb3ac594605bb9f3a0066856689_015,Dietor Dolcificante,5,"Il segreto qual è/metti Dietor nel caffè intona il jingle di questo spot, durato diversi anni (almeno tre), dove l’allora quarantenne Catherine Spaak fa da testimonial al celebre dolcificante dietetico per caffè.",1984,1980_1984,18.0,Spot 80,True,True
b5f08218d00840de93f3e862b773abcf_015,Uliveto Acqua Minerale,32,"Versione short di uno spot durato (e rimaneggiato) per molti anni: Uliveto anzi, Acqua DI Uliveto…",1984,1980_1984,14.0,Spot 80,True,True
ae48d8314afe4050acb5f51e569c70a0_030,Maggioni Verecolene Complesso,5,"Immagini veloci, musica ansiogena. Vita frenetica, ansia! Risultato: intestino “irritabile”. Soluzione: Verecolene Complesso, “per una naturale azione lassativa”.",1984,1980_1984,31.0,Spot 80,True,True
ac0e7971c1e745f2be1b7a5b690a2aa7_015,Gled Assorbiodori,3,"La spugna che inizia a inspirare ed espirare all’inizio di questo spot è non solo impressionante ma anche perfetta per illustrare la straordinaria capacità del deodorante Gled Assorbiodori di assorbire, proprio come una spugna, tutti gli odori stagnanti che possono formarsi in casa.",1984,1980_1984,17.0,Spot 80,True,True
98d31ff31e654ba0aea6c67435785769_030,Bayer Baysan,3,Una fotografia puntata sui colori bianco e rosso e una colonna sonora jazzata sono gli elementi caratterizzanti di questo spot per il detergente per la casa Baysan della Bayer.,1984,1980_1984,32.0,Spot 80,True,True
8911ad85b8a0434380922ab4dbcaf786_015,Piaggio Ciao Si Bravo Ciclomotori,12,"Ciao, Sì, e Bravo: i tre più famosi ciclomotori Piaggio degli anni ’80 in comode rate mensili di 65.000 Lire, in quello che fu il decennio più difficile per la storica azienda di Pontedera.",1984,1980_1984,17.0,Spot 80,True,True
7a29183df0604c46b9e39e24b835feec_030,Impulse Temptation,3,"Tecatà vi propone spesso spot rimasti tutt’ora vivi e presenti nella memoria di chi ha vissuto questo decennio, e questa volta lo fa con uno spot che contiene una frase celeberrima: “Se un uomo ruba un fiore per te, sotto sotto, c’è Impulse”.",1984,1980_1984,32.0,Spot 80,True,True
6cd31b41e81d4d70bbe7d072c63de755_030,Linea Cupra Ciccarelli,3,"Una donna rientra a casa e fa bella la pelle del suo viso grazie alla sua linea di prodotti Cera di Cupra, il tutto accompagnato da un jingle carino ed ascoltabile. La linea Cera di Cupra fu ideata nel 1957 dall’imprenditore Nicola Ciccarelli, originario di Cupra ed appassionato apicoltore, dopo aver scoperto le proprietà nutrienti e protettive contenute nella cera d’api.",1984,1980_1984,32.0,Spot 80,True,True
5c4d71e1956a4eecaf0f1cefb9513cca_040,Bauli Colombe,30,"Serie di spot brevissimi, prodotti da Bauli per la pasqua 1984. Si tratta della colombe con crema al Cointreau, crema Charlotte, Due Creme, crema d’arancia.",1984,1980_1984,37.0,Spot 80,True,True
56f52acd595c48f7b75585b34239484d_030,Findus Bastoncini,29,"Capitan Findus è arrivato! I Bastoncini di Merluzzo esistevano già da anni in Italia, ma solo nel 1984, con questo spot, comparve sugli schermi degli italiani il personaggio di Capitan Findus! Slogan: “Buon pesce, tutta forza, niente spine”.",1984,1980_1984,33.0,Spot 80,True,True
3cfa9b478f9f473ea0f0d8424fa47844_030,Lavasbianca Perborato,3,"Personaggio abbastanza noto nell’ambito della pubblicità tv degli anni 80, il fantasmino mascotte del detersivo Lavasbianca aiuta la casalinga a districarsi nei meandri degli scaffali del supermercato alla ricerca del giusto prodotto per lavare i suoi capi. Storico lo slogan “Lavasbianca è FANTASMATICO!”.",1984,1980_1984,33.0,Spot 80,True,True
182b82aef40645fbb30be7573132c73b_030,Ciappi Cibo Per Cani,31,"Simpatica pubblicità di inizio anni 80 in cui diversi cani usano il passaparola per far conoscere la bontà e le caratteristiche fortemente nutritive del cibo per cani Ciappi. Che, tra l’altro, oggi è chiamato Chappi.",1984,1980_1984,32.0,Spot 80,True,True
0fd8c394c78c46ecac69543b9a3723be_030,Dolma Raider,30,"Un gruppo di motociclisti si fermano per una sosta. Mancano “ancora due ore prima di mangiare”, i ragazzi sono affamati ed ecco che arriva in aiuto Raider, il nuovo (nel 1984) snack che “tiene lontana la fame”.",1984,1980_1984,33.0,Spot 80,True,True
088b8d52e9a542bb953ba669935848ad_015,Wrangler Jeans Promozione Macchina Fotografica Clik Ky,25,"La Wrangler è una delle più vecchie e popolari marche di jeans nel mondo (fu fondata nel 1947), e ancora oggi è una potenza commerciale nell’abbigliamento casual. Lo spot, molto giovanile, è appositamente velocizzato per dare l’impressione che i ragazzini nello spot abbiano una fretta barbina di entrare in un negozio di jeans Wrangler. Il motivo di tanta fretta è il regalo che si ottiene con l’acquisto dei prodotti Wrangler, la Click Ky, una particolare macchina fotografica provvista di impugnatura di plastica per poter scattare le foto con più comodità.",1984,1980_1984,17.0,Spot 80,True,True
e9cc57c552b146c38f9f53ce63f60f60_030,Mattel La Casa Di Barbie,28,"La Casa di Barbie, un vero classico, tanto desiderato dalle bambine dell’epoca. Slogan: “Giochi vivi, giochi Mattel”",1984,1980_1984,31.0,Spot 80,True,True
3bdf8efbd4b142e0b6fe2930accad047_020,Gig Playmobil Sogg. Deserto,28,Finalmente un’oasi esclamano alcuni viaggiatori del deserto. Ma ecco comparire anche un gelataio… si: un gelataio nel deserto. D’altronde nel mondo Playmobil può succedere di tutto (questo sembra suggerire lo spot). Slogan storico: “Il tuo eroe è Playmobil”,1984,1980_1984,17.0,Spot 80,True,True
419db01e4b0443719700de3b9774d26b_015,Nestle’ Biscotti Orzoro Promozione Lego Fabuland,30,"Spot che racconta, con il classico jingle Orzoro di Franco Godi ma con un testo riscritto per l’occasione, la promozione Orzoro che includeva un personaggio Lego Fabuland in ogni confezione di biscotti.",1984,1980_1984,17.0,Spot 80,True,True
51ebbeeb2588472d8dafb432fe09bc40_030,Indesit Limpia Lavatrice,11,"Un jingle racconta una storia nostalgica, di quando la protagonista era bambina e c’erano già un frigorifero e una lavatrice Indesit in casa, come oggi “che sei sposata”. Slogan: “Indesit è cresciuta con te”",1984,1980_1984,33.0,Spot 80,True,True
0081b72b121d479da9f821b67e5a7268_030,Magnolia Maglieria Intima,25,"I “giovani leoni” di Magnolia giocano “alla ginnastica”. Possono farlo, perchè le loro maglie Magnolia sono 100% cotone e resistono a qualsiasi maltrattamento. Slogan “Magnolia, maglie di sotto per giovani leoni”",1984,1980_1984,32.0,Spot 80,True,True
544d2ff5c2dc42e5bb411711fec0c459_030,Gig Dinosauro Robot Trasformer,28,"Prima dell’avvento dei TraNsformer c’erano i Trasformer, linea di giocattoli della GIG dei primi anni 80 che però aveva lo stesso concetto di base: giocattoli che apparentemente sembravano qualcosa e poi si trasformavano in robot dalle caratteristiche speciali. Questo spot pubblicizza la linea “Dinosauro Robot”. Come ben raccontato nel libro “Dieci anni nel pese delle meraviglie”, Trasformer fu il nome dato da GIG a una linea di giocattoli derivata dalla linea Diaclone del costruttore Takara, in voga negli anni precedenti. Più o meno nello stesso periodo, in altri mercati, la Hasbro lanciava “The Transformers”. Solo nella seconda metà degli anni 80, in seguito a un accordo commerciale tra GIG e Hasbro, i Trasformers lasciarono spazio anche in Italia ai TraNsformers.",1984,1980_1984,27.0,Spot 80,True,True
031e2bc394864eb990c395eded80fd68_045,Cotone Cucirini Cantoni Coats,23,"Bellissimo jingle realizzato a cappella per questo spot della Cucirini Cantoni Coats, azienda italiana produttrice di filati. “Un diritto un rovescio, due diritti un rovescio, tre diritti tre rovesci, un diritto due rovesci un incrocio a destra…” In pratica il lavoro a maglia messo in musica. Bello!",1984,1980_1984,35.0,Spot 80,True,True
1269199fffa64a14bd03d7ec68a1e19e_045,Personal Hatu Profilattici,10,"Spot in versione estesa per i profilattici Personal di Hatù. Mamma, papà e figlio partono per un viaggio in campagna, dove trascorrono “momenti d’amore”. Poi la sera il bimbo dorme, la mamma spegne il tv al papà e… Testo del jingle: “Restare insieme, niente più bello per me. Questo nostro amore è un gioco, sempre nuovo perchè… perchè ti amo! Far bene l’amore, fa bene all’amore”.",1984,1980_1984,46.0,Spot 80,True,True
44329ceb2b0046bcb91a56c2bd654233_030,Nabisco Brands Merendine D’Oro Saiwa,30,"Lo storico jingle “Son d’oro i prodotti di Saiwa” torna a farsi sul nostro sito per le nuove Merendine d’Oro Saiwa. E fa il suo ritorno anche l'”esperto” a bordo del suo elicottero, che offre una di queste merendine a un bimbo che stava correndo tra le balle di paglia con il suo cane. Approfittiamo di questo spot per rivelarvi una cosa abbastanza interessante: questa storica serie di spot Saiwa era nata soprattutto per pubblicizzare il nuovo elicottero Agusta A-109, definito come l’elicottero italiano dal design più bello ed elegante al salone aeronautico “Le Bourget”.",1984,1980_1984,34.0,Spot 80,True,True
787dc464ac6446d59c6830b62b7b2232_030,Grand Soleil Grazioli Arredo Giardino,20,"Forse non tutti sanno che Grazioli, la ditta che produceva giocattoli come il GiocaScuola, aveva anche una linea di arredamenti da giardino. Il suo nome era Grand Soleil e questo è uno dei suoi spot. Uno spot decisamente estivo!",1984,1980_1984,32.0,Spot 80,True,True
2df767e8b56f4b50834e2e89842ab332_015,Bomber Co. & Fragrances Div. Adam Bomber Dopobarba E Colonia,3,"Brevissimo e rarissimo spot “all’americana” di un prodotto totalmente caduto nell’oblio, il dopobarba (che è anche colonia) Bomber.",1984,1980_1984,19.0,Spot 80,True,True
5c40da6e1b3245b28437bc5433393462_030,Barilla Mulino Bianco Crostatina Albicocca E Fragola,30,"Spot della serie “Quando i mulini erano bianchi…” dedicato alla mitica Crostatina. Al tempo la Crostatina veniva prodotta non solo con confettura all’albicocca, ma anche alla fragola!",1984,1980_1984,33.0,Spot 80,True,True
30c1941daf474e848b87dc08cefaf48b_015,Saila Menta,30,"Mitico jingle degli anni 80, scritto da Franco Godi, per le caramelle Saila Menta: “Sai che piace, sai che è meglio Saila Menta, sai che è meglio, sai che piace Saila Menta. Sai che è fresca, sai che voglia, sai che è buona, sai che gusto, sai che piace, sai che è meglio! Sai che menta, sai che fresca Saila Menta!”",1984,1980_1984,18.0,Spot 80,True,True
71d6b510729243a28591452c3d4a2b0c_030,Mattel Masters Of The Universe,28,"Nel castello del Teschio Grigio accadono le più grandi malefatte, ma ecco arrivare He-Man a sconfiggere i cattivi. Il bene vince! Una delle tante storie dei Masters, i dominatori dell’universo.",1984,1980_1984,30.0,Spot 80,True,True
86cec4e244dd45b683a52336c914bff3_030,Barilla Mulino Bianco Cuor Di Vaniglia E Crema Di Bosco,30,"Tutti conosciamo i Baiocchi, gli storici biscotti farciti con cacao del Mulino Bianco. Ma quanti di voi ricordano che negli anni ’80, quando facevano parte della gamma “I Dolcetti delle Feste”, i Baiocchi avevano dei deliziosi “cugini”? Parliamo degli ormai scomparsi Cuor di Vaniglia e Crema di Bosco. Questo era il loro spot.",1984,1980_1984,23.0,Spot 80,True,True
5b6976ddd2904215915dcc3f3618e36f_030,Miralanza Biol Lavatrice,3,"Biol…tac! Per gli appassionati dei prodotti dei tempi che furono, e in particolare dei detersivi, ecco lo spot in versione estesa (esistevano anche altri episodi con vari soggetti) per il detersivo Biol della Miralanza.",1984,1980_1984,31.0,Spot 80,True,True
ce3360edda544a7aa1c3b7e57746e478_030,Stefanel Abbigliamento Sogg. Estate 2,25,"Immagini e colonna sonora decisamente anni ’80 in questo spot estivo per la celebre marca d’abbigliamento Stefanel, che si presentava nella metà del decennio con lo slogan “In scena da protagonisti”.",1984,1980_1984,28.0,Spot 80,True,True
90c21ed06ccf4675811ca91ff3a4e31e_030,Antica Gelateria Del Corso Tiramisu’,30,"Nel ricco patrimonio dello storico marchio “Antica Gelateria del Corso,” noto per il suo Tartufo, spicca il delizioso Tiramisù. Questa prelibatezza è al centro di questo spot del 1984, che presenta anche le varianti al Grand Marnier, all’Irish coffee e alla zuppa inglese.",1984,1980_1984,31.0,Spot 80,True,True
fd7a9fe0ea6e45439caeabd172b562e6_050,Baby Records Mixage Estate 84 Compilation,9,"Spot da un minuto per la compilation italo disco Mixage ’84 Estate, con protagonista quello che forse era il personaggio della Baby Records più amato dai bambini degli anni ’80, l’esilarante cinesino Cin Ciao Lin.",1984,1980_1984,55.0,Spot 80,True,True
be90bd2f602a405780ae76d53e2e963b_075,Olio Cuore Con Mariangela Melato E Ilary Blasi,29,"Ecco la prima apparizione in tv della moglie der pupone de Roma. Ilary Blasi, 3 anni, qui non parla ma fa qualche smorfia ed è a tavola con tutta la sua famiglia: la mamma, la sorella Silvia e il papà . Tutti sono ospiti di Mariangela Melato per “la prova di Cuore”.",1984,1980_1984,73.0,Spot 80,True,True
7fe1a3ed7f3c459ab33613ca1546fae6_030,Motta Motta Colomba,30,"Un po’ come in tutti gli spot di dolci natalizi e pasquali nei primi anni ’80, anche Motta poteva contare su un comunicato dall’atmosfera rasserenante, senza particolari tormentoni o personaggi, solo una voce fuori campo che chiede al pubblico come preferisce la colomba, descrivendola e mostrandone delle invitanti immagini. Presente a fine spot lo slogan che l’azienda usava nella prima metà del decennio: “Mmm…Motta!”",1984,1980_1984,31.0,Spot 80,True,True
230902fd37b64afe8c7065c09742114e_015,Gig Playmobil Sogg. Arca Di Noe’,28,"Nel fantastico mondo di Playmobil un peschereccio, dopo una buona pesca, visita un’isola popolata da animali che subito salgono tutti a bordo del peschereccio! Motivo? “L’hanno SBAGLIATO per l’Arca di Noè!”. D’altronde nel mondo Playmobil può succedere di tutto (questo sembra suggerire lo spot). Slogan storico: “Il tuo eroe è Playmobil”.",1984,1980_1984,15.0,Spot 80,True,True
cd29c602c43a4fcfa937c573f56480e0_015,Harbert Caccia Al Formaggio Gioco di Societa’,28,"Ahh, i cari vecchi giochi in scatola di una volta… Molti di questi giochi erano concepiti per mettere alla prova le abilità dei giovani giocatori, e il “Caccia al Formaggio” della Harbert, reclamizzato in questo spot del 1984, non era da meno.",1984,1980_1984,15.0,Spot 80,True,True
a195233a46ea47b8aa787153f40a633c_030,Peroni Birra Con Milly Carlucci,32,"Spot del 1984 per la birra Peroni che ha per protagonista una delle tante “bionde” testimonial che hanno permesso la diffusione di questa birra in Italia, la splendida Milly Carlucci, che si presenta in un pub e esibisce in una sensuale coreografia. Molto d’effetto il cambio di colore del suo abito da sera, che da bianco diventa dorato dopo che un video di una pinta di birra che si riempie viene proiettato sul vestito. Uno spot senza dubbio degno di nota, ma mai ai livelli di quello trasmesso quasi dieci anni dopo con protagonista un’altra “bionda”, la svedese Filippa Lagerback.",1984,1980_1984,33.0,Spot 80,True,True
765d818220dd4b958b42ed95b32cd201_030,Scarpe Antonini Con Enrico Montesano Sogg. Uscita A Cena,25,"Ecco un altro spot del periodo 1983-1984 per le scarpe Antonini con testimonial il grande Enrico Montesano dove, anche questa volta, dimentica di togliersi le sue scarpe Antonini dopo essersi messo in ghingheri per una cena, tanto sono comode! ^_^",1984,1980_1984,30.0,Spot 80,True,True
59e13927e1dd4f24af37fa3ec56e639a_030,Lega Italiana Per La Lotta Contro i Tumori Con Sandra Mondaini,36,La compianta Sandra Mondaini è stata uno dei primissimi volti della televisione a divenire testimonial per la ricerca sul cancro insieme al marito Raimondo Vianello. Nel 1984 la sezione milanese della Lega Italiana per la Lotta Contro i Tumori fece partire una raccolta fondi e in questo spot Sandra annunciava la sua intenzione di contribuire ad essa dopo la costruzione del nuovo ambulatorio per i bambini resa possibile con i fondi raccolti l’anno precedente.,1984,1980_1984,32.0,Spot 80,True,True
32c3dd69ea8f40a3bff48387a5929700_030,Torre In Pietra Yogurt Con Sydne Rome,29,"Negli anni in cui le lezioni di aerobica di Jane Fonda facevano impazzire il mondo, l’energica e splendida Sydne Rome, celebre per la sua carriera cinematografica e televisiva, si unisce al fervore dell’epoca. In questo spot carico di energia, Sydne Rome dimostra la sua agilità con acrobazie, ruote e salti, mentre promuove con entusiasmo lo yogurt Torre in Pietra alla fragola. Il jingle accattivante “Torre in Pietra / Yogurt al massimo!” scandisce il ritmo della sua performance. È interessante notare che, oltre alla sua carriera nel mondo dello spettacolo, Sydne Rome lanciò in quel periodo corsi di aerobica per il mercato europeo, contribuendo così alla diffusione di questa forma di fitness.",1984,1980_1984,30.0,Spot 80,True,True
2f309658d4e845f9b820f9344aa598c9_030,Centro Tf Cesare Ragazzi,44,"“Salve a tutti, sono Cesare Ragazzi!”. Spot80 dà il benvenuto tra le nostre pagine all’uomo che negli anni ’80 ha risolto il problema della calvizie grazie ai suoi metodi dalle tante denominazioni (in questo caso “Sistema TF”), divenendo in poco tempo un personaggio televisivo grazie alle sue indovinate campagne pubblicitarie. Cesare Ragazzi è affiancata nello spot da una donna che nel finale si rivela essere una sirena: questo è un riferimento a uno spot dei centri Cesare Ragazzi di qualche anno prima, che potete vedere qui: https://video.repubblica.it/economia-e-finanza/salve-sono-cesare-ragazzi/76634/74999",1984,1980_1984,33.0,Spot 80,True,True
2e358abcd0fd4104abb77f538ab7fde6_030,Gig Pepo Bambolotto,28,"Un salto indietro nell’anno 1984 ci porta a riscoprire uno spot tenerissimo per un giocattolo prodotto da quel fantastico “Paese delle meraviglie” che è Gig. Questa volta, è il dolcissimo bambolotto Pepo a rubare la scena. Quante di voi signore hanno avuto il privilegio di giocarci?",1984,1980_1984,29.0,Spot 80,True,True
19d8218a979541f699da91c8cd7a6920_030,Saga Sag Computer Gestionale Con Massimo Lopez,9,"Da poco entrato a fare parte del gruppo teatrale “Il Trio”, l’attore Massimo Lopez reclamizza in questo vecchissimo spot del 1984 l’ormai estinto e obsoleto Sag, un computer gestionale prodotto solo ed esclusivamente per uso aziendale dalla S.A.G.A., a quei tempi azienda italiana leader del software gestionale. Massimo mette a confronto il Sag con un qualsiasi computer aziendale ante litteram e batte il pugno su entrambi, dimostrando che il rumore prodotto dal Sag è diverso: è infatti un “computer pieno”, perchè ha già i programmi gestionali al suo interno, a differenza dell’altro.",1984,1980_1984,32.0,Spot 80,True,True
13f32db6a1544c68a18a81c5f10be110_030,Mattel Prescolastici La Fattoria Parlante See ‘N Say,28,"Chi di noi non ha avuto o ha giocato almeno una volta con questa meraviglia di giocattolo prodotta dalla Mattel? La Fattoria Parlante, nata nel 1965 come See’n Say, per molti di noi è stata l’ alternativa valida alla canzoncina “Nella vecchia fattoria” per imparare i versi degli animali da bambini.",1984,1980_1984,30.0,Spot 80,True,True
e734cfc1a7094a96b5a0f1d4f85673ac_015,Johnson&Johnson Serena Assorbenti,5,"Anche la Serena, come altre marche più famose, puntava, per la sua linea di assorbenti, all’ultra-sottile per evitare sgradevoli sensazioni.",1984,1980_1984,17.0,Spot 80,True,True
e103a39b19e54e75acba528612e33f99_030,Lavazza Qualità Oro E Caffettiera Carmencita,30,"Ennesimo spot del caffè Lavazza con il grande Nino Manfredi, alle prese stavolta con ospiti un po’…sui generis!",1984,1980_1984,31.0,Spot 80,True,True
f4d61d53448f4145a2ffcad59ca90686_015,Salviato Pippo Scopa,21,"Da quando è arrivata Pippo, le altre scope sono ormai roba da museo! Ecco allora le nostre care massaie del condominio gettare dalla finestra le loro scope obsolete e logorate, perché “la scopa è cambiata: cambiate la scopa!”. (Sì, ma…attenti al cane!)",1984,1980_1984,18.0,Spot 80,True,True
e6ec302cb76749e6a704e6a942c4c238_045,Lavazza Qualità Oro Sogg.’Robot’ Con N. Manfredi,30,"La serie di spot girati da Nino Manfredi per Lavazza è enorme, data la lunga collaborazione (ben 17 anni). Nel 1984 andava in onda anche questo soggetto, in cui il Nino nazionale aveva a che fare con un non perfettissimo robot domestico chiamato AlfaBeta che, dovendo portare una tazza di caffè, se ne torna indietro con un ombrello…",1984,1980_1984,33.0,Spot 80,True,True
ef0f7af0267e4f828074673166fc7979_030,Sintony Deodorante,3,"Spot del deodorante Sintony dalla tecnica a “fotoromanzo” molto usata (e a volte abusata) nei primi anni ’80, soprattutto per la pubblicità di prodotti destinati ad un pubblico molto giovane e trendy.",1984,1980_1984,32.0,Spot 80,True,True
e48ba71751124bb78bc64cd53a4559e0_030,Harbert Squalo,28,"Probabilmente ispirato dal celebre film di Steven Spielberg, di cui ne “plagia” pure la locandina sulla confezione, questo “Squalo mangia relitti” della Harbert non ebbe la stessa fortuna di altri suoi “colleghi” della prolifica ditta ludica milanese, finendo presto nel dimenticatoio.",1984,1980_1984,28.0,Spot 80,True,True
e4916af97072497c811204d23e976518_045,Sandeman Porto,33,"Spot molto raffinato del Porto Sandeman. Nato nel 1790 dalla passione enologica dello scozzese George Sandeman, questo vino per aperitivi e dopo cena ha in breve tempo fatto il giro del mondo, conquistando l’America e l’Europa, ed identificandosi come il Porto più celebre e storico di tutti i tempi.",1984,1980_1984,33.0,Spot 80,True,True
df2f8ff69f984db8b19749898152ad37_015,Lagostina Pentole,21,"Osvaldo Cavandoli è stato uno dei più grandi cartoonist italiani di sempre. Il suo personaggio di punta, la Linea, fu creato appositamente per la reclame di Lagostina ai tempi di Carosello. Qui lo ritroviamo ancora a sponsorizzare la celebre marca di pentole intento a suonare la batteria, con l’immancabile sottofondo di “Io cerco la titina” di Charlie Chaplin.",1984,1980_1984,17.0,Spot 80,True,True
d90c3fab559b4a0ca3d933b01ac238c3_030,Olivetti Etv 300 Macchina Da Scrivere Elettronica,16,"Una incalzante musica elettronica e un simpatico personaggio introducono in un ufficio un grosso scatolone che contiene una macchina decisamente innovativa per il suo tempo. La Olivetti ETV 300 fu un primissimo tentativo di “interfacciare” le proprietà di una macchina per scrivere con quelle di un computer, rendendo così possibile la visualizzazione e correzione dei testi in video prima della stampa e l’archiviazione di file di testo su floppy disk. Certo, oggi sembra ordinaria amministrazione, ma un macchinario del genere era assolutamente una rivoluzione per gli uffici italiani del 1984.",1984,1980_1984,31.0,Spot 80,True,True
